Label,dec0,dec1,obj0,obj1
1,1,010101000000000000010000100100100110011100000000011010001000,-0.212163,0.179023
0,1,010011011100010101110101110011101001000001110000010100110110,-0.096249,0.494094
0,1,011001010101100011011011100001101111100010000111101111010111,-0.096538,0.559063
1,1,010100000000000000010000100000100110001100001000011000001000,-0.170038,0.142748
1,1,010101000000000000010000100100100110001100001000011001001000,-0.232365,0.182520
0,1,010001010000000000010100100100100100101100000001011110011000,-0.211252,0.262608
0,1,010100110100000000010100000100110011101011001000001011101000,-0.159221,0.288698
0,1,010001000000000000010101100100100110101100001000011010011000,-0.220722,0.279392
0,1,110000000011001101010110111011010010001111000011101001100010,-0.074950,0.520115
1,1,010101000000000000000000100100100010101100001000011011001000,-0.236191,0.166300
1,1,010101000000000000000000100000100010101100001000011011001000,-0.218890,0.134621
0,1,010110100010011111010010110101011101001000000010001010011111,-0.149473,0.533437
1,1,010101000000000000010000100100100110001100001000011010001000,-0.215879,0.187765
1,1,010101000000000000010000100100100110001100000000011010001000,-0.212453,0.175362
0,1,001111101011111011011001010011100001110001110001100101001001,-0.074308,0.562423
1,1,010101000000000000000100100100000010101000000000011001011000,-0.227526,0.200368
0,1,110110111101010111101010101110010100000001110011010011100001,-0.075308,0.540955
1,1,010101000000000000010000100100100110001100001000011000001000,-0.214445,0.178538
1,1,010101000000000000010000100101100110001100001000011000001000,-0.222802,0.203446
1,1,010101000000000000010000100000100110001100001000011000001000,-0.193003,0.148614
1,1,010101000000000000010000100001100110001100001000011000001000,-0.192186,0.173522
0,1,010100000000000000010100100100101110101100001000011010001001,-0.195344,0.261389
1,1,010101000000001000010000100100100110001100001000010000001000,-0.205564,0.203812
0,1,010100000010000000010100100100101110101100000000011110001010,-0.215588,0.272458
0,1,101110110010001100010010011011111110110101101010010011010000,-0.102802,0.502757
0,1,010100010100000000011100001100100011101011001000001011101000,-0.147966,0.315687
0,1,010100000000000000010101001100101011100010001000001001001000,-0.151626,0.289768
0,1,111101101011111111101001111011000111000101001100010101110000,-0.062805,0.636681
0,1,010000010100000000010100001100100011101011001000001011101000,-0.138381,0.280063
0,1,111011010000100110000100110001001100010101001100001011011000,-0.148689,0.382966
0,1,010100010100000000010100001100100011101011001000001011101000,-0.157140,0.284504
0,1,010100000000000000010101001100101011100010001000001011001000,-0.148099,0.299183
0,1,011010100100111010010000110100111011111101010001110101001100,-0.141317,0.469300
0,1,011010100100111010010000110100011011111101010001110101001100,-0.132316,0.449950
0,1,010101000001011100110100001000101111001111100000001111101110,-0.104223,0.473892
1,1,010101000000000000000000100100100110000100000000011010001000,-0.210342,0.156282
1,1,010101000000000001010000100100100110000100001000011000001000,-0.182633,0.197454
0,1,011101010011011011001001000111001100101110000110100100101000,-0.098619,0.484385
0,1,010100110010000000010100100100101110101100001000011110011010,-0.227741,0.313794
0,1,010101000000000000010100100100100110101100001000011000011000,-0.225392,0.259124
0,1,010100000100000000010100101100101110001101001000011011011000,-0.222973,0.306565
0,1,010100000000000000010100111000101010101101001000001001011000,-0.168192,0.287061
0,1,010001000000000000010100100100100110101100001000011000011000,-0.218698,0.254550
0,1,110110011000010101101010010111111000100010000000111000010101,-0.121321,0.460100
0,1,110011101010000010110000100110001011111000000101110110100010,-0.093842,0.364067
1,1,010101000000000000000000100100110010001100001000011011011000,-0.239165,0.209734
1,1,010001001000000000010100000100000110001100001000010010011001,-0.187894,0.209958
0,1,010001000000000000010100100100100100001100000000011010011000,-0.205390,0.230820
0,1,010101000000000000010100100100100110101100001000011010011000,-0.226745,0.268351
0,1,010100000010000000010100100101100110111100001000011010011010,-0.230676,0.292581
0,1,010101000000000000010100100100100110001100001000011000011000,-0.225661,0.255461
0,1,010101000000000000010100100100100110001100001001011000011000,-0.222806,0.263244
0,1,010100000001000000010100101100101110101101001000011011011100,-0.219225,0.350627
1,1,010101000000000000010100100100100110101100001000111010011000,-0.233529,0.291125
0,1,001011010011110110010001101011001001111100001100001000011001,-0.131406,0.489968
0,1,010001000000000000010100100100100100101100001000011110011000,-0.222868,0.257855
0,1,100010011010011010011011010001101110100010110101101010000100,-0.071450,0.510820
0,1,010001000000000000010100100100100110101100001000011010011000,-0.220050,0.263777
0,1,001110101001000111010100101011110111000010100110010011001011,-0.083084,0.502880
1,1,010101000000000000000000100100100010101100001000011011011000,-0.236836,0.200822
1,1,010101000000000000000000100100100010101100001100011011011000,-0.203340,0.208281
1,1,010101000000000000000000100100000010101100001000011011011000,-0.213101,0.181114
1,1,010101000000000000000000100100110010101100001000011011011000,-0.239165,0.211737
0,1,010001000000000000010100100100100100101100001000011010011000,-0.218703,0.246886
1,1,010001000000000000010100100100100110101100001000010010011000,-0.223001,0.232150
0,1,010001000000000000010100100110100110101100001000010010011000,-0.225152,0.268674
1,1,010001000000000000010100100100100110101100001001010010011000,-0.221596,0.239558
0,1,010001001000000000010100000101100110101100001001010010011000,-0.204872,0.241777
0,1,010001000000000000010100100100100100101100000000011010011000,-0.215261,0.234483
0,1,010001000000000000010100100100101110101100001000010010011000,-0.222671,0.251326
0,1,011001000000000000010100100100100010101100001000011010011000,-0.213294,0.263729
0,1,010001000000000001010100100100100100101100001000011010011000,-0.205756,0.267460
1,1,010001001000000000010100000100100010101100001001010010011000,-0.202762,0.208701
0,1,010101000000000000010100100100100110111100001000011000011000,-0.225069,0.262701
1,1,010101000000000000010001100100100110001100000000011010001000,-0.218874,0.218135
0,1,100101010001111000010001000100001011111110100111111001011001,-0.115712,0.437808
0,1,100101010001111000010001000100001011111110100110111001011001,-0.118039,0.430479
1,1,010101000000000000000100100100100010001100000000011011011000,-0.242637,0.228832
1,1,010101000000000000000100100100100010101100000000011001011000,-0.245197,0.223267
0,1,010100000000000000010100101000101110101100001000111010011000,-0.208626,0.264605
0,1,010100000010000000010100100101100110101100001000011010011010,-0.231055,0.288919
1,1,010101000000000000010000100100100110001100001000011000011000,-0.215967,0.213059
1,1,010100000000000000010100100100100110101100001000011010011000,-0.219760,0.236814
0,1,010100000000000000010100101100101110101100001000011010011000,-0.209625,0.282247
0,1,010100000000000000010100100100101110101100001000011010011000,-0.219429,0.255989
0,1,010100000010000000010100100100101110101100001000011010011010,-0.223851,0.283187
0,1,010100000000000000010100101000101110101100001000011010011000,-0.205996,0.241832
0,1,010100000010000000010100101000101110101100001000011010011000,-0.209627,0.261156
1,1,010101000000000000010100100100100010101100001000011011011000,-0.238259,0.262224
0,1,011101000000000000010000100100100110001100001000011000011000,-0.211724,0.222158
1,1,010100000010000000010100100101100110101100001000011110011010,-0.237061,0.299889
0,1,010100000010000000010100100100100110101100001000011110011000,-0.228171,0.267107
1,1,010100000010000000010100100101100110101100001010011110011010,-0.236156,0.307325
1,1,010101000000000000010000100100100110001100001000011100011000,-0.235617,0.218562
1,1,010101000000000001000100100100100010101100000000011011011000,-0.233121,0.253068
0,1,010100000010000000010100100100101110101100001000011110011010,-0.229857,0.294156
0,1,010100000010010000010100100100101110101100001000011110011010,-0.222814,0.346554
0,1,010100000010000000010100100100001110101100001000011110011010,-0.219440,0.282148
1,1,010100000010000000010100100101101110101100001000011110011010,-0.236571,0.319064
0,1,010100000010000000010100100101101110101100000000011110011010,-0.230668,0.306268
1,1,010101000000000000000100100100100010101100001000011011011000,-0.245262,0.244955
1,1,010101000000000000000100100100100010101100001001011011011000,-0.235790,0.252363
1,1,010101000000000000000100100100100010101100000000011011011000,-0.242368,0.232495
1,1,010101000000000000000000100100110010101100001000011010011000,-0.223634,0.208444
0,1,010100000010000000010100100100101100101100001000011110011010,-0.227949,0.277265
1,1,010001001000000000010100000100100010111100001001010010011000,-0.202602,0.212644
0,1,010101000000000000010100100100100110100100001000011000011000,-0.219935,0.257370
0,1,010100000000000000010100001100101011100010001000001001001000,-0.151835,0.253708
0,1,010100000000000000010100001100101011100010111000001001001000,-0.114984,0.289766
0,1,010100000000000000010100001100111011100010111000001001001000,-0.116122,0.310466
0,1,010100000000000000011100001100101111100010001000001011001000,-0.151735,0.303813
0,1,111110110010011101110001110110111110010001110111001011101000,-0.077390,0.600245
0,1,001000001000110011110110010011110000011100001000000100011101,-0.101060,0.449433
0,1,010100000000000000000100001100101011100010001000001011001000,-0.171434,0.245049
0,1,010101100000000000010100100100100110101100001000001010011000,-0.213677,0.271539
0,1,001111110100110101110011001111100001011011000001101110101011,-0.071477,0.539558
0,1,010100000000000000010100001100101011100011001000001011001100,-0.149340,0.293455
0,1,010100000000000000010100001100101011100010001000001011001000,-0.148307,0.263123
0,1,010110000000000000010100001100101011100010011000001001001000,-0.128539,0.283294
1,1,010101100000000000000000100100100010101000001000011011001000,-0.225483,0.187671
0,1,001101011110011110100000110001001000100000101111011011010011,-0.075631,0.459203
0,1,001111011001101110100010010100001010101111010011111110000010,-0.104618,0.479651
0,1,101010000101100001111001101100011111011011011111001010110000,-0.070941,0.522199
0,1,111010010000100110000100110001001100110101001100001011001000,-0.136988,0.360503
0,1,111010010000100110000100110001000100110101001100000011001000,-0.112701,0.330379
0,1,111010011100101101101001101100001111010000000010001010000110,-0.092993,0.466095
0,1,110100000011000011100001110010110100011011100000101010110000,-0.103462,0.419905
0,1,110100101110111010111001001100100001111011111101100010010001,-0.073165,0.534029
0,1,010100000001000000010100100100101110101100001000011010111000,-0.218204,0.296005
1,1,010100000010000000000100000100100010100100001000111110010000,-0.225187,0.210446
0,1,111010011100101101101001101100001111010000000010001000000110,-0.091543,0.454495
1,1,010101000000000000010010100100100110001100001000011100011000,-0.233459,0.247631
0,1,111111011111111100101011101011111001111010010000100111001111,-0.106204,0.688931
0,1,100001000101110100101000100011011100010001110001100111001001,-0.106180,0.464339
0,1,101111001100001000001101011011111111101000111110101111111010,-0.109014,0.560780
0,1,010101001000000000010100100100100110101000001100011000011000,-0.215347,0.288098
1,1,010101000000000000010000000000100110001100001000011011001000,-0.206178,0.133819
1,1,010101000000000000000000000000100110001100011000011111001000,-0.218890,0.152595
1,1,010101000000000000010000000010100110001100101000011011001001,-0.220774,0.210585
1,1,010101000000100000010000000000100110001100001000011011001000,-0.206942,0.152098
1,1,010101000000000000010000000000101110001100001000011011001000,-0.206178,0.144259
0,1,110110001011100010011100011011010001000110100110101111101100,-0.099413,0.523665
0,1,111010011101110010100000001000010011111011111000100111001010,-0.095798,0.434297
1,1,010101000000000000011000000000000110001100001000011011001000,-0.189323,0.163496
0,1,100111110000010111010111110010000001000001111110110101110011,-0.058500,0.506552
0,1,010000110100000000010100001100100011111001001000001011101000,-0.144083,0.262870
1,1,010101000000000000010000000100100110001100001000011000001000,-0.206679,0.152289
0,1,010101010000000000010000100100100110001100001000011000010000,-0.199465,0.214761
1,1,010110000000000000010000000000100110001100001000011011001000,-0.185455,0.135908
