Label,dec0,dec1,obj0,obj1
0,1,111101101001100111001100010011100000001100101100001101000000,-0.096816,0.443033
0,1,100010101111110010011100110010000101000001110000010001011010,-0.104594,0.495341
0,1,000010010011111101111010111010111101101011101001000000110001,-0.062188,0.632655
1,1,010111001000000110100000011000011110010010111011010011010001,-0.090191,0.376577
1,1,101000010001111000101110001000000010010001000110000110011110,-0.120042,0.421975
