Label,dec0,dec1,obj0,obj1
0,1,010111010000110101100100001011110100011000001001100101000010,-0.081009,0.418709
0,1,011010010000001001010000100000010010100000001101111110101001,-0.251982,0.303349
0,1,000000101001101111101100010101111001111100100001011010101111,-0.067190,0.552686
1,1,010000100000000000000000000000000000000100000000000000000010,-0.137379,0.029234
1,1,010000000000000000000000000000000000000100000000000000100010,-0.120340,0.026917
0,1,000010101100101100110001010100000111000000100011110010001010,-0.097265,0.378054
0,1,011010010000001001010000100000010010100000001101111100101001,-0.252054,0.293946
0,1,011011010000001001010000100000010010110000001100111100101001,-0.255092,0.300214
0,1,011010010000001001010010100000010010101000001101111100101001,-0.255064,0.326386
0,1,011010010000001001010010100000010010101000001100111100101001,-0.256250,0.319084
0,1,111100000001110100111001011110000111110010000000000001101110,-0.076650,0.487258
0,1,011010010000001001010010100010010010011000001100111100101001,-0.245512,0.343523
0,1,011010010000001001011000100000010010110000001100111100101001,-0.256838,0.320228
0,1,010100101000111110011110001001010100110011001000101011110101,-0.117156,0.526688
0,1,011000001000000000000000000000000001010100001100111100101000,-0.223434,0.113649
0,1,111010010000001001010000100000010010110000001100111100101001,-0.254447,0.299585
0,1,111010010000001001010000100000010010110000001101111100101001,-0.254538,0.307435
0,1,011010010000001001010000100000010010110000001100111100101001,-0.255272,0.290242
0,1,010011010000001001110000100000000010100000001101111100101001,-0.213429,0.293411
0,1,011010010000001001010000100000000010110000000100111100101000,-0.226993,0.244502
0,1,011010010000000001010000100000110010110000000100111100101001,-0.250104,0.266980
0,1,011010010000000001010000100000110010110000000101111100101001,-0.250195,0.274830
0,1,011011010000011001010000100000010010100000001101111100101001,-0.242362,0.334749
0,1,011010010000000001010000100000010010110000000100111100101001,-0.250183,0.247326
0,1,011010010010001001010000100000010010110000001100111100101001,-0.255044,0.322957
0,1,011010010000001001010000100000010010110000000100111100101001,-0.250147,0.278159
0,1,011010010000001001010010100000010010111000001100111100101001,-0.256232,0.322724
0,1,011010010000001001010010100010010010111000001100111100101001,-0.258506,0.347256
0,1,011010010000001001010010100010010010111000101100111100101001,-0.258925,0.362181
0,1,011010000000001001010000100000010010110100001100111100101001,-0.255561,0.283749
0,1,011010001000000001000000000000010001110100001100110100101001,-0.250498,0.195384
0,1,001010010000001001010010100000010010111000001100111100101001,-0.241829,0.290190
0,1,001010010000001001010000100000010010110000000000111100101001,-0.218693,0.231656
0,1,011010010000001000010000100000010010110000000100111100101001,-0.247148,0.245508
0,1,000111001000000000000000000001101000100011001010010000110100,-0.190216,0.191170
0,1,010010010000001001010000100000010011110000001100111100101001,-0.255438,0.285306
0,1,011010000000001001010000100000010001110100001100111100101001,-0.252906,0.270815
1,1,011000000000000000000000000001001000010110001100111100101000,-0.253197,0.149713
0,1,011010000000000000000000100000000000110100001100111100101001,-0.230660,0.170341
0,1,011010001000000000000000000000000000110100101101111100101001,-0.227081,0.182274
0,1,011010010000001001010000100000010010110000001100111000101001,-0.219898,0.257220
0,1,010101010000001000110000100000010010000000001101011100101001,-0.221522,0.282641
0,1,001010010000001001010000100000010010110000001100111000101001,-0.199519,0.251786
0,1,010011010000001000100000100000000010100000001101111100101001,-0.219119,0.255571
0,1,010101010000001000110000100000010010000000001101111100101001,-0.231552,0.289609
0,1,010011010010001000100000100000000010100000001101111100101001,-0.218923,0.288197
0,1,010011010000001000100000100000000010100000001101111100101011,-0.223154,0.269427
1,1,010010000000000000000000000000000000000100000000000000000000,-0.058057,0.016986
0,1,011011010000001000111010101100000000110000001100011100101011,-0.117767,0.377142
0,1,000011001110101101101101100100011101101100110011010000110111,-0.105411,0.540114
0,1,100111010001111110001001100110101000011100101111101010101000,-0.099785,0.521449
1,1,010000000000000000000000000000000000000100000000000000000010,-0.102020,0.023733
1,1,010000000000000000000000000000000000000100000000000000000000,-0.044384,0.012646
1,1,010000000000000000000000000000000000000000000000000000010000,-0.075927,0.018664
1,1,010000000000000000000000000000100000000000000000000000010000,-0.108396,0.028896
1,1,010010010000000001010000100000011000101000001100110100101011,-0.264182,0.258093
1,1,010000000000000000000000000000000000000100000100000000000010,-0.144249,0.037122
1,1,010000000000000000000000000000000000000100000000000000000001,-0.102524,0.020564
0,1,011011010000001001110011101000000010110100001101111100101001,-0.126753,0.390074
0,1,011011000010001001110011100000010010110000001101111100101001,-0.233225,0.404410
1,1,000000000000000000000000000000000000000100000100000000000000,-0.080658,0.018294
0,1,001011000010001001110011100000010010110000001101111100101001,-0.218670,0.371876
0,1,011010010000001001010010100000010010100000001101111100101001,-0.252559,0.323056
0,1,011010010000001001010010100000000010100000001101111100101001,-0.230608,0.303333
1,1,010010010000000001010000100000010010101000001100110100101011,-0.263241,0.256464
1,1,010010010000000001010000100000010010101000101100110100101011,-0.263836,0.271298
1,1,010010010000010001010000100000010010101000101100110100101011,-0.264811,0.301655
1,1,010000000000000000000000000000000001000100000000000000000000,-0.048861,0.017640
1,1,010000000000000000000000000000000001000100000000000000000001,-0.107001,0.025559
0,1,100010010011110111100100110001101011010000100101110010001110,-0.064718,0.532202
0,1,111011111100011110110011011001011010010011110101101101010100,-0.067086,0.574952
0,1,001001010000001111101001100101111111010101101011111101001100,-0.066060,0.531498
0,1,111100001101000011000001011111110110011101101111001110111111,-0.100355,0.566766
0,1,010011010000001001110010100000010010000000001101111100101011,-0.230904,0.351889
0,1,010101010000001001110010100000010011100000001101111100101001,-0.239537,0.345701
0,1,011011010000001001010010100000010010100000001101111110101001,-0.252135,0.343689
0,1,010011010000001001110010100000010010000000001101111100101001,-0.227014,0.338032
0,1,011001010000001001010010100010000010100000001101101100101001,-0.213810,0.323303
0,1,110101010000001001110010100010010000100000001101111100101001,-0.230619,0.357883
0,1,010101010000001001110010100010010010100000001101111100101001,-0.240245,0.366085
0,1,011011000000001001110011100000010010100000001101111100101001,-0.236546,0.367855
0,1,011011010000001001110010100000010010100000001101111100101001,-0.236688,0.350829
0,1,011011010000001001110010100000010010100000001001111100101001,-0.224900,0.332616
0,1,011011000000001001110011100000010010100000001101101100101001,-0.228224,0.361288
0,1,100000110100100110111100111111101110101110101001101100010011,-0.050236,0.592244
0,1,011011010000001001010010100100010010100000001101011100101001,-0.228106,0.345679
0,1,010011010000001001110010100000010010100000001101111100101001,-0.236741,0.341765
0,1,010011010000101001110010100000010010100000001101111100101001,-0.236692,0.374745
0,1,010011010000001001110010100001010010100000001101111100101001,-0.237515,0.366316
0,1,010011010000001001110010100000000010100000001101111100101001,-0.214517,0.322042
0,1,011011010000001001010010100000010010100000001101111100101001,-0.252227,0.333027
0,1,011011010000101001010010100000010010100000000101111100101001,-0.246856,0.354495
0,1,011011010000001001010010100000000110100000001101101100101001,-0.227582,0.323829
0,1,011011010000001001110010100000010010100000001101110100101011,-0.246000,0.356040
0,1,001011010000001001010011100010001010100100001101111100101011,-0.206003,0.377742
0,1,011011010000001001010010100000000010100000001101101100101001,-0.219678,0.306737
0,1,011111010000001001010010100000000010100000001101101000101001,-0.168175,0.290865
