Label,dec0,dec1,obj0,obj1
0,1,000111000010000000000100011000010011100101000011101010100001,-0.222969,0.290530
0,1,010101111001110010001000110111110100000010001101001101001101,-0.097069,0.526918
0,1,000001100000000000100100000010011011100100000011100000000001,-0.190209,0.193683
0,1,000001100000100000100100000010011011100100000011100000000001,-0.183896,0.225981
0,1,000011000000000000100000000010010011011100000011000000000001,-0.207367,0.136066
0,1,000011000000000000100000000010110011011100000011000000000001,-0.217784,0.145994
1,1,100001000000000000000000000000100001100101000010100001100101,-0.243534,0.101946
1,1,000011001000000010000001000010110001000100000011100001111010,-0.272128,0.214257
0,1,000001100000000000100100000010010011100100000011100000000001,-0.190884,0.176030
0,1,000001100000100000100100000010010011100100000011100000000001,-0.184389,0.206853
0,1,100001100000100000100000000010001011100100000011100001000001,-0.205584,0.188193
0,1,011001100000100000000000000000010001111100000000000000100001,-0.188628,0.084078
1,1,011001000000000000000000000000010001110100000000000000100001,-0.185595,0.055950
0,1,001001100000000000100100000010011011100100000011100000000001,-0.183463,0.203023
0,1,001001100000000000100100000010001011100100000011100000000001,-0.181373,0.183440
1,1,100001000000000000000000000000100011100101000010100001100101,-0.244061,0.111663
1,1,100001100000000000000010000000100011100101000010100001100101,-0.247740,0.137374
1,1,000111001000000000000001000000110010000100000011100001111010,-0.259962,0.185823
1,1,010000100000000000000000000000000000000100000000000000000001,-0.137883,0.026072
1,1,010000100000000000000000000000001000000100000000000000000001,-0.158164,0.038842
0,1,100101001110011110000000100001000101001100011010001001000100,-0.132320,0.340043
1,1,011000100000000000000000000000001000000100000000000000000001,-0.161140,0.043603
1,1,010000100000000000000000000000000001000100000000000000000001,-0.141703,0.031067
1,1,010000100000000000000000000000010001000100000000000000000001,-0.164959,0.041239
1,1,010000100000000000000000000000000001000100000000000000000000,-0.083563,0.023152
1,1,000000100000000000000000000000000001000100000000000000000001,-0.118986,0.025842
0,1,100111100000000000100100000000001010100100000011100000000011,-0.213254,0.179181
0,1,100001100100001000011010001010001100111011110000001000011010,-0.097128,0.377520
0,1,011001000001000000000000000000010001110100000000000010100001,-0.194870,0.079395
0,1,011001100000100000000000000000010001111100000100000010100001,-0.224802,0.132084
1,1,100001000000000000000000000000000011010100000010100000100001,-0.223676,0.072402
0,1,010011001101101000110001011011111000011010010000111101000000,-0.114487,0.434219
1,1,100001000000000000000000000000100000000100000010000010100001,-0.232615,0.060297
0,1,000111001001010010100000000010111001010100000011100001101011,-0.261252,0.314728
1,1,000111001000000000000001000000110011010100000011100001111010,-0.263260,0.191370
0,1,011001100000000000000000000010001011100100000011100000000001,-0.193525,0.145683
1,1,010001100000000000000000000000010001100100000000000000000001,-0.169268,0.048455
1,1,100001000000000000000000000000000101000100000010000010100001,-0.225356,0.064354
0,1,001001100000000000000000000010001011100100000011100000000001,-0.181763,0.136956
0,1,001001100000001000000000000010001011100100000011100000000001,-0.185251,0.154044
0,1,001001100000000000000000000000001011100100000011100000000001,-0.183313,0.112724
1,1,100001000000000000000000000000000001000100000010000010100001,-0.205075,0.052035
0,1,011001100000000000100000000010001011100100000011100000000001,-0.191266,0.163575
0,1,011001100001000000100000000010001011100100000010100000000001,-0.195821,0.172418
0,1,101001100000000001100000000010001011100100000011100000000001,-0.203703,0.180217
0,1,001001100000000000100000000010001011100100000011100000000001,-0.179504,0.154848
0,1,101001100000000000100000000010001011100100000011100000000001,-0.205196,0.159784
1,1,100001000000000000000000000000000011000100000010000010100001,-0.225356,0.061752
1,1,100001000000000000000000000010000011000100000010000010100001,-0.239970,0.092145
1,1,100001000000000000000000000000100011000100000010000010100001,-0.239276,0.072003
1,1,011001100000000000000000000000000000000000000000000000010000,-0.114642,0.037023
0,1,101010101010101110010100011000101100101110110101000100100110,-0.113788,0.476910
1,1,100101000000000000000000000000000011000100000010100000100001,-0.223676,0.075758
0,1,010011101110011110011000001111001100001010111011110000110100,-0.065248,0.521061
1,1,100001000000000000000000000000000001000100000010100000100001,-0.203396,0.057698
1,1,100001000000000000000000000000000001100100000010000010100001,-0.204627,0.055596
1,1,100001000000000000000000000000000011000100000010100000100001,-0.223676,0.067415
1,1,100001000000000000000000000000100011000100000010100000100001,-0.237596,0.077666
0,1,000001000111101001000111010011001001111011111101011010101111,-0.094667,0.567442
0,1,000110000000000000100000010000001011001100000010100000100101,-0.226650,0.164675
0,1,101101100100000000000000000000100011100100000010100001100101,-0.232712,0.149899
1,1,000111101000010010100101000010110011010100000011100001111010,-0.275751,0.325553
0,1,000111101000000010100100000010011011110100000011100011101011,-0.239710,0.312587
0,1,000111101001000010100000000010111011000100000011100001101011,-0.257358,0.307899
1,1,011001100000000000000000000000000000110100000000000000100001,-0.164332,0.049095
0,1,110110100011000001110011101000101101000000000011100100001010,-0.129565,0.390799
1,1,011001100000000000000000000000001000110100000000000000100001,-0.187589,0.058841
1,1,011000100000000000000000000000001000110100000000000001100001,-0.194618,0.057129
1,1,011000100000000000000000000000001000100100000000000000100001,-0.185595,0.048707
0,1,000111011100011010001100010000100000101110110000101100110011,-0.130746,0.396745
0,1,000111000000000000100000000000000001001100000000000001100001,-0.165064,0.089021
