Label,dec0,dec1,obj0,obj1
1,1,100000010001000000000000000000001010101100000010001000010011,-0.182583,0.122949
0,1,000000000100111111010010101001011011000001101100110010011000,-0.097642,0.480929
0,1,111001110101011111010000100100110010001110010011101111110100,-0.075728,0.505943
0,1,100010110001100101000011000000001010101000000100001110010001,-0.206304,0.300946
0,1,110110010111101010000101100111100111100010000101111111110111,-0.081822,0.594826
0,1,100010011001100000000000000000001010101110000110001000010011,-0.194345,0.189220
1,1,100010010001000000000000000000001010101100000000001000010011,-0.164918,0.100836
0,1,111001110101011101010000100100110010001110010011101101110100,-0.093313,0.472940
0,1,010101001000010010000011110000111111110111110010100010011000,-0.154349,0.416379
1,1,000010000001000000000000000000101000101100000000001000000001,-0.155488,0.075410
1,1,000010000001000000000000000000101000101100000000001000000011,-0.157581,0.083329
0,1,100010110001100001000011000000001010101000000100001100010001,-0.206774,0.268887
0,1,100010110001100101000011000000001010101000000100001100010001,-0.200197,0.289575
1,1,100010110001100000000000000000001110101100000010001100110011,-0.230556,0.202230
0,1,100010110001100001000011000000001010101000000100101100010001,-0.204027,0.292148
1,1,000010110001100000000000000000001110101100000010001100110011,-0.228845,0.197404
0,1,100010110001100001000011000100001110101000000100001100010001,-0.211406,0.305492
0,1,100010011001100000000000100000001010101100000010001100010011,-0.203994,0.208564
0,1,100010111111000111011101000001000000111001000101001010111011,-0.111980,0.464098
0,1,000100111000100101000010110000011000000000101111100111100110,-0.138253,0.378476
0,1,000100111000100101000010110000011100000000101111100111100110,-0.138135,0.395419
0,1,101110101011100101110001000001110001111111100010111110110111,-0.083937,0.524331
0,1,100011110100111010101011000101100101000001010111000010110011,-0.094557,0.500642
0,1,111010100000111110101101001100011001010100100011111011010010,-0.104623,0.514887
0,1,110011100111011101100010010010000011001100111110000110000010,-0.110337,0.461339
0,1,010010100111100111111101000010000100000101000010010100010001,-0.048765,0.458963
0,1,100000010100100011000011000000001010010000000000001100010111,-0.173328,0.265213
0,1,100010100111011001001000000001010111100000000111110011010101,-0.096428,0.419815
0,1,101011110001100101000011000000011010101000000100001100010001,-0.198493,0.330042
1,1,000010110001100000000000000000001100111100000010001100110011,-0.230418,0.182396
1,1,001011010000000000000101000010110111101100110010101001000001,-0.237427,0.259752
1,1,000010110001100000000000000000001100111100000110001100110011,-0.232500,0.202757
1,1,000111000001000000000000000000101000101100000000001000000001,-0.179297,0.085613
0,1,011010111100010000011101100101011010011000100010110100010100,-0.145313,0.415954
1,1,100010010000100000000000000000101000101100000010000000110011,-0.230573,0.130182
1,1,100010010000100000000000000000101000101100000010001000110011,-0.238651,0.161475
0,1,010101001000010010000001110000111111110111110010100010011000,-0.160642,0.385714
0,1,100010010001100001000011000000001010101000000000001100010001,-0.175470,0.211861
0,1,100010111000100000000000001000001010101110000010001100010011,-0.201524,0.193727
0,1,000010010000100000000000001000001010101100000010001100110011,-0.205532,0.171159
1,1,100010111000100000000000001000000010101100000010001100011011,-0.213024,0.167562
0,1,100010010001100001000011000000001000101000000000001100010001,-0.147216,0.202375
0,1,100011011010000001000000001101110110000110011000101010010001,-0.105441,0.372277
0,1,100011111000100000000000001000001010101110000010001100010011,-0.200634,0.203549
1,1,100010111000100000000000001000000010101100000010001101011011,-0.226138,0.188123
0,1,100010010001110001000000010000000011001000000000001100010111,-0.172522,0.229497
0,1,000101001101110011000000100011011110010100101100110110110100,-0.111279,0.460983
0,1,000111111010110100010110111101001000011110000001101001001100,-0.080588,0.509148
0,1,000000000100111111010011101001011011000001101100110010011000,-0.086383,0.507305
0,1,100010110001000001000010000000001011101000001000001100010001,-0.186454,0.248758
0,1,110101100001100001000000001010111110100100000111011111010001,-0.134365,0.404069
1,1,100010010001000000000000000000101000101100000000001000000011,-0.160557,0.093920
0,1,010101111101001111111011110101110010011001100011001010000111,-0.047274,0.613908
1,1,000010010001000000000000000000101000101100000000001000000011,-0.157581,0.088417
1,1,000010010001000000000000000000111000101100000010001000000011,-0.193204,0.133699
0,1,100010110001100001000010000000001010101000000000001100010001,-0.175519,0.229043
0,1,100010110001100001000010000000001010101000001000001100010001,-0.186778,0.262277
0,1,100010110001100001000010000000001010101000000100001100010001,-0.191836,0.253741
0,1,100010110011100001000010000000001010101000000100001100010001,-0.190288,0.286858
0,1,011111100111100010111111010010100100100101000101000110100101,-0.086927,0.542841
0,1,100010011001100000000000000000010000101100000000000100001011,-0.155711,0.154504
1,1,001011001000000000000101000010110111111100110010101001001001,-0.237524,0.276800
1,1,001011001000000000000101000010110111111100110010101001001011,-0.239447,0.290684
1,1,011011101001000000000101000010110111110100110011101001001001,-0.231274,0.335351
1,1,011011001000000000000101000010110111111100110010101001001001,-0.233866,0.286815
0,1,111111110111000110001000000010001111000101001110011110000011,-0.166403,0.438824
0,1,111111110111000110001000000011001111000101001110011110000011,-0.162784,0.462812
0,1,111111110111000110001000000010001111000101001111011110000011,-0.124584,0.446227
0,1,101110101000010101010000000000110101110011001000011100000111,-0.135806,0.346642
0,1,100010010001110001000000000100000011111000000000001100010011,-0.170033,0.221161
0,1,000010010000100000010101011101110010001111011110100110011010,-0.092137,0.456615
0,1,011001101110100011100110101011011010101010110000100011001111,-0.087543,0.557303
0,1,000010010010110000010101011101110010001111011110100110011010,-0.089421,0.521069
1,1,000010010001000000000000000000101000111100000000001000000010,-0.155488,0.082584
0,1,100000010101100001000010000000001010010000000000001100010111,-0.161383,0.220410
1,1,001011001000000000000101000010110101101100100010101001001001,-0.237577,0.250936
0,1,100000010101100001000010000000001010010000000000011100010111,-0.151026,0.248403
0,1,100000010111100000000010000000001010010000000000001100010111,-0.162736,0.249239
0,1,100000010101100001100010000000001010010000010000001100010111,-0.161383,0.260157
0,1,111010100000010100000101000000010011110110110011101001001001,-0.199162,0.317958
1,1,001011001000000000000101000010110111101100110010101001001001,-0.237524,0.273140
1,1,001011000000000000000101000010110111101100110010101001000001,-0.237427,0.250070
1,1,001011001000000000000101000010110111101100100010101001001001,-0.238089,0.260289
1,1,001011001000000000000101000010110011101100110010101001001001,-0.237024,0.255530
