Label,dec0,dec1,obj0,obj1
0,1,101010000010100001000011110110010100001000110001001000101100,-0.161989,0.400016
1,1,001001100010000001000000000000000010111100001000000100100010,-0.194291,0.137655
1,1,001001100010000001000000000000000010111100101000000100100010,-0.202360,0.152310
1,1,001001100010000001000000000001000010111100001000000100100010,-0.179880,0.161648
1,1,001001100010000001000000000000000010111100001010000100100010,-0.189929,0.157546
1,1,001001100010000001000000000100000010111100001000000100100010,-0.197337,0.162455
1,1,001001100010000001000000000000001010111100001000000100100010,-0.194291,0.156662
1,1,001001100010010001000000000000001010111100001000000100100010,-0.195054,0.173816
1,1,001001100010000000000000000000010010111100101000000100100010,-0.213503,0.142782
1,1,001001100010000100000000000000010010111100101000000100100010,-0.216124,0.184202
1,1,001001100010000100000000000000010010111100100000000100100010,-0.198948,0.156607
1,1,001001100010000000000000000000010010111100101001000100100010,-0.213503,0.150464
1,1,101001100010000001000000000000000010111100001000010100100010,-0.205781,0.174204
1,1,001001100010000001000000000000000010111100001000001100100010,-0.194112,0.168268
0,1,001001100100110110111101110100111001111110101011111111110010,-0.062838,0.593879
0,1,101011010010101000000011110001100111110110110110111010000111,-0.132712,0.506945
0,1,100000011010010001000000010110010111000000110000001100101100,-0.171352,0.317680
1,1,011001100010000001001000000000000010111100101000000100100010,-0.210547,0.224531
1,1,011000100010000001000000000000100010111100101000000100100010,-0.230704,0.179216
0,1,111010111101101111001001101111001110111010011101010100111100,-0.073255,0.631215
0,1,001000011010100001000110110110010111000010110001001100001110,-0.144000,0.452601
0,1,000001001101000001000001100010000000111010010100000111001111,-0.175177,0.283479
1,1,110001001000100001010001000110010111000000001001010100101000,-0.238822,0.312366
0,1,001001100110111101011011010000101011001010100101100101101000,-0.174381,0.516914
0,1,001011001001110011000100001000101110000111000011110100000111,-0.134552,0.445208
0,1,110111101001100101001101001110010111111000110101001011001010,-0.116118,0.512771
0,1,101000011000100001000010010110000111000000000001001100101100,-0.175925,0.296789
0,1,001001100110111101011011010000111011001010100101100100101000,-0.194355,0.530160
0,1,001001100110111101011011000001111111001011100101100100101000,-0.130931,0.559713
1,1,001001010010000001000001000000000010101100101000001100100010,-0.203836,0.220448
0,1,011111010110110111010001001010111011010011110010100111011011,-0.056305,0.582962
0,1,010101001110111000101000011101001111100011111111001000010111,-0.075615,0.569665
0,1,101000011010100001000110110110010111000010110001001100101110,-0.168718,0.464880
0,1,001000010111000010001101001000101110011110110001010111101110,-0.122790,0.472267
0,1,110001001000100001010011000110010111000000000001000100101001,-0.226950,0.337778
0,1,001010101010001100001101000101100100000001000010001011011100,-0.131424,0.414527
1,1,001000100010000001000000000000000010111000101000000001100010,-0.178406,0.141494
0,1,101010010010100001000011110110010100001000110001001000101100,-0.161989,0.410554
0,1,101010010010100001000011110110010110001000110001011000101100,-0.159502,0.434712
0,1,101010010010100001000011110110011110001000110001001000101100,-0.161612,0.449937
0,1,101010010010100001000011110110010110001000110001001000101100,-0.161612,0.428000
0,1,101010010010100001000011110110010110001000110001001000101110,-0.161612,0.442254
0,1,101010010010100001000011110110110110001000110001001000101100,-0.161314,0.448870
0,1,101000010010100001000011110110010111000000111001001110001100,-0.194750,0.445903
1,1,001001110010000001000000000000000010111100001000000100100011,-0.188799,0.161010
1,1,001001110010000001000000000000000010111100001000000100100010,-0.195273,0.147318
1,1,001001110010000001000000000000010010111100001000000100100010,-0.206416,0.158111
1,1,001001100010000001000001000000000010111100001000000100100010,-0.200198,0.175254
1,1,001001100010000001000000000000000010111000001010000100100010,-0.188886,0.154313
1,1,011001110010000001000000000000100010111100101000000100100010,-0.236944,0.194006
1,1,011001110010000001000000000100100010111100101000000100100010,-0.239403,0.218623
1,1,011001110010000001000000000000100010111100101000000100100011,-0.231013,0.207698
1,1,011001010010000001000000000000100010111100101000000100000010,-0.219614,0.165594
1,1,001001110010000001000000000000100000111100001000000100100010,-0.216906,0.140581
0,1,100100010011101000101111110100001111101011101101101111100001,-0.110034,0.599734
0,1,101010010010100001000011110110010111001000110001001000101100,-0.167496,0.431736
0,1,001101101011000001001000010000010000110010001000000100000101,-0.155351,0.297526
0,1,100110100111100011100010111101011011011111111011100111010100,-0.088437,0.610260
0,1,001011000100101101011010000001110011011010001100100100101100,-0.223313,0.402325
1,1,011001110010000001000000000000100010111100101000000110100010,-0.236944,0.203394
0,1,001001100011000001001000000000000000111000001100100100100011,-0.173948,0.252262
0,1,001001100011000001001000000000000000111000001100100100100010,-0.170788,0.238193
0,1,101000010011100001000011110111010111001000110001001000101100,-0.153281,0.466585
1,1,001000100010000001000000000000000010111000101000000000100010,-0.165702,0.138304
1,1,001000100010000001000000000000000010111000101000000100100010,-0.199334,0.143367
0,1,011101010010111101001100100110000010111100001101100010001010,-0.156816,0.482285
0,1,111111110010000110001010111001110100111001110110011111011000,-0.106750,0.542238
0,1,101011010000100001000011110110010110001000110011001010101100,-0.153070,0.442589
0,1,111001101100101111011100111101010100010001110101101010000110,-0.075508,0.578959
0,1,100001101110111000100000101011001100010000110110011010100101,-0.100764,0.460960
0,1,110011011110010010001001110001111010101011100101111001101111,-0.088437,0.546497
0,1,101000010010100001000011110110010111000000110001001110101100,-0.189715,0.414075
0,1,101000010010100001000011110110010111000000111001001110101100,-0.206058,0.451650
0,1,101010010010100001000011110110010111000000110001001100101100,-0.194944,0.434441
1,1,001001010010000001000000000000000010111100001000000100100011,-0.187817,0.155282
1,1,011001010010000001000000000000100010111100101000000100100010,-0.246636,0.171772
1,1,011001010010000001000000000010100010111100101000000100100010,-0.230395,0.206975
1,1,011001010010000001000000000010100010111100100000000100100010,-0.213218,0.179380
1,1,011001010010000001000000000000000010111100101000000100100010,-0.225076,0.161184
1,1,011001010010000001000000000000001010111100101000000100100010,-0.226822,0.180188
0,1,101010010010100001000011110110010111000000110001001000101100,-0.165730,0.428573
0,1,101001000011100011001101001110111000001100001101101010100011,-0.135177,0.515755
0,1,001111110101001101001001000011000100111111111111011110011001,-0.088469,0.503042
0,1,101001000011100010001101001110111100001100001101101010100011,-0.135006,0.511715
0,1,011101101011000001001000010000010000111010001000000100000101,-0.172103,0.308617
0,1,001000010010100001000011110110010111000000110001001100101100,-0.186790,0.392365
0,1,011101101011000001001000010001010000111010001000000100000101,-0.143113,0.332676
0,1,101000010010100001000011110110010111000000110001001100101100,-0.189715,0.401365
0,1,101000010010100001000011110110010111000000110001001100101110,-0.189715,0.415623
0,1,101000010010100001000011110110010111000000010001001100101110,-0.189715,0.400604
0,1,001011100110101100011010000001111011011010001100100100101101,-0.234635,0.481129
0,1,001011100110101100011010000001110011011010001100100100101100,-0.235334,0.446158
0,1,001011100100101100011010000001110011011010001100100100101100,-0.235481,0.411799
0,1,001011100110001100011010000001110011011010001100100100101100,-0.241887,0.413305
0,1,010110001101111000001111111101000101001101001101011101000101,-0.108235,0.574073
1,1,001001010010000001000000000000100000011100001000000100100010,-0.215924,0.132871
0,1,110000010110001000001111100100100000100001110001100010101000,-0.127308,0.405303
0,1,100000000011110111100111111011111010101010101111101000010100,-0.076459,0.659646
0,1,000111100101010000011100101000000111010100110101010110111100,-0.110235,0.429964
0,1,101011010010100001000011110110010111000000110001001100101100,-0.196268,0.444907
0,1,001001100111110100011010000001111011001011100101110100101000,-0.137474,0.505280
1,1,001000110010000001000000010000000110110100001100000100100111,-0.222617,0.226836
1,1,001001010010000001000000000000000010101100001000001100100010,-0.188286,0.168644
0,1,101100010111000001001000100000111000100011000110001101010000,-0.137786,0.354853
0,1,110010101110001100111111100010100001110110000011000011001100,-0.087379,0.476499
0,1,001011100110110100011010000001111011001011101101100100101000,-0.144019,0.484301
1,1,001001110110000001000000000000000110110100001000000111100111,-0.203970,0.204633
0,1,001101101011000001001000010000010000111010001100000001000101,-0.158350,0.282079
0,1,000001011101110110001111011001001010010000001110111001010000,-0.106219,0.508734
0,1,101000011010100001000000110110010111000000100001001110101100,-0.183593,0.350519
1,1,001001100010000001000000000000010010111110101000000100100010,-0.212992,0.198248
0,1,001011000010101100010011000100111011001000101101100101101000,-0.206470,0.417898
0,1,011110100110110101111100001101101011010101110000111100001011,-0.068174,0.577536
0,1,100000011010010001000000110110010111000000110000001100101100,-0.184313,0.332910
0,1,101000011010110001100000110110110111000000110000001100101100,-0.183883,0.413572
0,1,101000011010100001000000110110010111000000110001001100101100,-0.181337,0.352301
0,1,101000011010110001000000110110010111000000110000001100101100,-0.184313,0.374958
0,1,101000011010100001000000110110010111000000100001001100101100,-0.183593,0.339851
0,1,101000111010100001000010110110010111000000100001001100101100,-0.200681,0.402639
0,1,000011011000000011101100010111110011110111000000110011111011,-0.085989,0.476454
0,1,101100011010110001000000110110010111000000110000001100101100,-0.184313,0.382564
0,1,000101110101000001110010110111010100111110110001111001011001,-0.153853,0.489258
0,1,001011000110101100010011000100111011001000101101100100101100,-0.212243,0.436152
0,1,110001110001101110110011010110011000010010110101100101110100,-0.055361,0.540491
0,1,111011111010010110110110000110011110011000001111111010000001,-0.061266,0.513688
0,1,100100000100101100111010100111100011010001111101110010010011,-0.093821,0.513568
0,1,110001111100000011101001101011111101000110001000111010000100,-0.082999,0.465803
0,1,110001000000100001010001010110010111000000000001010100101100,-0.223951,0.344285
1,1,110001000000100001010001000110010111000000001001010100101000,-0.244192,0.303885
0,1,100000011000100001001010110110000111000000000001001100101100,-0.189603,0.333903
1,1,001001000010000001000000100000000010111100001000000100100010,-0.184044,0.158564
0,1,011110001010100000101110110111110111000001100101001111111010,-0.110493,0.583581
0,1,001010111000100111110101100110101100001101000001001001001101,-0.049748,0.480784
0,1,010001101110101001110001110101110111010011111110010000100100,-0.078948,0.545457
0,1,101000011010100011000010110110010111000000110001001100101100,-0.129335,0.426261
0,1,101000011010100001000010110110010111000000110001001100101100,-0.189715,0.383550
0,1,101000011010100001000010110110010111000000100001001100101100,-0.191971,0.371101
0,1,101000011000100001000010110110010111000000100001001100101100,-0.195017,0.337650
0,1,101000011000100001000010110110110111000000100001001100101100,-0.194683,0.357333
0,1,101000011000100001000010110110000111000000000001001100101100,-0.195017,0.312020
0,1,001001101010000001001000000000000000111100001000000100000011,-0.151421,0.183811
0,1,001001101010000101001000000000000000111100001000000100000011,-0.158222,0.205650
0,1,001001101010000101001000000100000000111100001000000100000011,-0.166019,0.230451
