Label,dec0,dec1,obj0,obj1
0,1,010000000001001000100000110010100011100100010101000100101101,-0.194430,0.328518
0,1,010000000001101000100000110010100011100100010101000100101101,-0.189288,0.360093
1,1,010000100000000000100000000000000010100100000101000000000001,-0.206258,0.087916
1,1,000010000000000000000000000000000100001100000000000000000001,-0.142701,0.031278
0,1,110000000001011000101001000010110000100100010101001010110001,-0.229466,0.334792
0,1,110000000001011000100001000010000010100100010101000000110001,-0.220687,0.272440
0,1,000000000000001000100000010010100011100001010001000100110001,-0.180846,0.247949
1,1,000010100000000000000000000000000000000100000000000000000001,-0.140198,0.025212
1,1,000010000000000000000000000000000000000100000000000000100000,-0.076377,0.012538
1,1,000010000000000000000000000000000000001100000000000000000001,-0.120674,0.022095
1,1,100010100000000000000000000000000000000100000000000000000001,-0.140198,0.032951
0,1,010000000000001000100001000010100011100100010101001100110001,-0.250000,0.251956
0,1,110000000001011000100001000010000010100100010101001000110001,-0.227959,0.281672
0,1,110000000001011000100001000010000010100100010101001000110011,-0.229813,0.295453
0,1,110000000000011000100001000110000010100100010101001000110011,-0.215974,0.301980
0,1,110000000001011000100001000010010010100100010101001000110001,-0.230269,0.292293
0,1,110000000001011000100001000010010010100100010001001000110001,-0.192833,0.267596
0,1,110000000001011000100001000010000010100100010100001000110001,-0.209775,0.268307
0,1,010000000000000000000000000000100010101100000001100000000001,-0.153645,0.074943
1,1,010000100000000000000000000000010010100100000101100000000001,-0.211900,0.087594
1,1,000010100000000000000000000000000010000100000101000000000001,-0.205415,0.061317
0,1,001110101011000100001000011111010011100100000010101000001101,-0.103028,0.430917
0,1,110000000001011000100001000010000110100100010101001000110011,-0.229805,0.312989
0,1,011101000101100010101000101101110101011011001010100100010000,-0.118835,0.456989
0,1,010100000001001000100000110010100011100100010101010100101101,-0.182237,0.343662
0,1,011111000101100010101000101101110111111011001010100100010000,-0.117273,0.486124
1,1,000010100000000000000000000000000011000100000101000000000001,-0.209184,0.064877
0,1,010000000001011000101001000010110010100110010101000000111000,-0.223249,0.342196
0,1,010000000000001000101001000010100001100100010101001100110001,-0.239625,0.267047
0,1,010000100000000000100000000000000010100100000101000010000001,-0.206258,0.095863
1,1,010000000000001000001001000000100011100100000101001100110001,-0.255986,0.214881
1,1,010000000000001000001001000000000011100100000101001100110001,-0.255263,0.193695
1,1,010000000000000000001001000000000011100100000101001100110001,-0.256729,0.142667
1,1,010000000000001000001001000000000011100100000101001100110011,-0.260437,0.223071
1,1,010000000000001100001001000000000011100100000101001100110011,-0.267367,0.245249
0,1,110000000001011000101001000010100010100100010101000000110001,-0.222425,0.321442
0,1,110000000001011000101001000010110010100100010101000000110001,-0.223800,0.332063
0,1,110000000001011000101001000010110000100100010101001000110001,-0.234743,0.326846
0,1,110000000001011000101001000010110000100100010100001000110001,-0.210591,0.313481
0,1,000000000000001000100000010010100011000001010001000100110001,-0.176153,0.244279
1,1,000000000000000000000000000000000000001100000000000000000000,-0.034401,0.009809
1,1,000000000000000000000000000000000000000100000000000000100000,-0.048245,0.008096
1,1,000000100000000000000000000000000000000100000000000000000001,-0.115167,0.020847
1,1,100000000000000000000000000000000000000100000000000000100000,-0.062704,0.015835
0,1,010000000001001000101001010010100010100100010101001000110101,-0.225504,0.333442
0,1,010000000001011000101001000010100010100100010101001000110001,-0.230313,0.323156
0,1,010000000001011000101001000110100010100100010101001000110001,-0.214664,0.347497
0,1,010000000001001000101001000010100011100100010101001100110001,-0.248954,0.328635
0,1,010000000000001000101001000010100011100100010101001100110001,-0.251698,0.283832
0,1,010000000011011000101001000110100010100100010101001000110001,-0.211021,0.382275
0,1,110000000001001000101001000010101010100100010101001000110001,-0.229029,0.319609
0,1,010000000001011000101001100011100010100110010101001000110000,-0.157558,0.376777
0,1,010000000001011000101001000011100010100100010101001000110001,-0.161165,0.348254
0,1,110000000001011000101001000010100010100110010101001000111000,-0.230470,0.343322
0,1,110000000001011000101001000010100010100100010101001000110001,-0.229733,0.333010
0,1,110000000001011000101001000010110010100110110101001000111000,-0.211261,0.377268
0,1,110000000001011000101001100010100010100110010101001000110000,-0.177825,0.361769
0,1,110000000001011000101001000010000010100100010101001000110001,-0.229777,0.312209
0,1,010000000001001010101001011010100010100101010101001000110011,-0.227333,0.417501
0,1,110000000001011000100001000010010010000100010101001000110001,-0.226522,0.290254
0,1,110000000001011000101001000010000010100100010100001000110001,-0.205859,0.298844
0,1,110000000000011000101001000010000010100100010101001000110011,-0.230308,0.308175
0,1,000000000000000000100000010010100001001001000000000100010001,-0.116356,0.158861
0,1,000010010000000000000000010010010011100101000001000100110001,-0.209022,0.208363
1,1,000010100000000000000000000000000010100100000101000000000001,-0.209235,0.063516
0,1,110000000001011001101001000010100010100100010101001000110001,-0.207431,0.352716
0,1,100000000000000000100000010010000001001001000000000100010001,-0.112962,0.148535
0,1,011000000001011000101001000110100010100100010101001100110001,-0.233570,0.388699
0,1,011000000001001000101001000010000010100100010101001100110001,-0.241101,0.312004
0,1,010000000001000000001000000000110010100100000101001100100001,-0.239591,0.190928
1,1,010000000000000000001001000000000010100100000101001100110001,-0.256750,0.138338
1,1,000000000000000000000000000000000001000100000000000000100000,-0.052722,0.013091
1,1,100000110000000000000000000000000001000100000000000000010000,-0.149335,0.038594
1,1,100000000000000000000000000000000001000100000000000000100000,-0.080855,0.018026
1,1,100000000000000000000000000000000001000100000000000000100001,-0.138995,0.025949
0,1,010000000001011000101001000010000010100100010101001100110001,-0.249716,0.334173
0,1,010000000001001000101001000010000010100100010101001100110001,-0.249050,0.303120
0,1,010000000001001000101001000010000010100100010101001100110011,-0.250923,0.317322
0,1,010000000001000000101001000010000010100100110101001100110001,-0.233400,0.266255
0,1,110000000001011000101001000010000010100100010101001100110011,-0.251002,0.357994
0,1,010000000001001000101001000010000010100100010101101100110001,-0.248712,0.310761
0,1,010000000001000000101001000010000010100100110101101100110001,-0.233062,0.273896
0,1,101001110101001100101000100010101011011001010110011101101001,-0.167603,0.424177
0,1,110000000001011000100001000010000010100100010101000001110001,-0.228282,0.278846
0,1,000000101101110110010010110010111011110111001100001000101100,-0.144952,0.503302
0,1,101001110101001100101000100010101111011001010110011101101001,-0.167596,0.441974
0,1,101001110101001101101000100010101011011001010110011101101000,-0.087403,0.451560
1,1,100010101000000000000000000000000010010100000101000000001001,-0.214911,0.089549
1,1,010001000000000000000001000000110010100100000101001100110001,-0.260104,0.148690
0,1,111110110000011100101110111000100110111011110100011001000011,-0.101383,0.539140
0,1,100000000001000000101001000010000010000100110101001101110001,-0.209694,0.249209
0,1,101000010011101101001101101100101100000111001100111010100101,-0.115418,0.574107
1,1,000001000000000000000000000000000000000100000000000000100000,-0.075348,0.016118
0,1,010000000000001000101001000010100011110100010101001100110001,-0.251100,0.287373
0,1,010000000001000000101001000010000010100100110101001101110001,-0.233353,0.272848
0,1,010000000000000000100000000000100010100100000001000000000001,-0.153645,0.082185
0,1,010000000000000100100000000000000010100100000101000000000001,-0.201828,0.102562
0,1,000000000000000100100000000000000110100100000101000000000001,-0.178750,0.114588
0,1,010000000000000000100000000000000010100110010101000000001001,-0.201766,0.117561
0,1,011000000000000000000000000000010010100100000001000000000001,-0.146204,0.064360
0,1,010000000000000000100000000000000010100100000101000000000001,-0.191139,0.082688
0,1,010000000000000100100000000000100010100100000101000000000001,-0.205307,0.121226
0,1,010000000000000000100000000000110010100100000001100000000001,-0.156621,0.099297
1,1,000010000000000000000000000000000000000100000000000000000001,-0.116197,0.017190
0,1,000000000000000100100000000000000010100100000101000000000001,-0.175246,0.097626
0,1,000000000000000000100000010010110011100001010000000100010001,-0.147331,0.200794
0,1,000000000000000000100000000000000010100100000101000000000001,-0.164557,0.077753
0,1,010000000000000101100000000000010010100100000001000000000001,-0.155393,0.124740
1,1,000010000000000000100000000000000010000100000101000000000001,-0.189314,0.077002
1,1,000010000100000000000000000000000000000100000100000000000100,-0.176457,0.038574
1,1,000010000000000000000000000000000000000100000000000000000000,-0.058057,0.009242
1,1,000010000000000000000000000000000000000100000010000000000001,-0.156389,0.030577
1,1,000010000000000000000000000000000000000100000100000000000001,-0.158426,0.030577
1,1,000010000000000000000000000000100000000100000011000000000001,-0.191430,0.056826
0,1,010000000000000000000000000000110010100100000001000000000001,-0.156621,0.068360
0,1,110000100001011000100001000010000010100100010101001000110001,-0.232386,0.313430
0,1,110000000001011000100011000010000010100100010101001000110001,-0.220878,0.309589
0,1,010000000000000000000000000000010010100100000101100000000001,-0.196780,0.081998
1,1,000000000000000000000000000000010010100100000101000000000001,-0.165085,0.063915
1,1,000000000000000000000000000000000010100100000100000000000001,-0.158348,0.040680
1,1,000010000000000000000000000000000010000100000101000000000001,-0.189314,0.053295
1,1,000010100000000000000000000000000010001100000101000000000001,-0.209235,0.066222
1,1,000010000000000000000000000000000010000100000100000000000001,-0.183104,0.039930
1,1,000010000000000000000000000000100000000100000000001000000001,-0.148883,0.035366
1,1,000010000000000000000000000000000010000100000000000000000001,-0.140875,0.026543
0,1,010000000000010000100000000000000011100100000001000000000001,-0.143228,0.105315
0,1,010000000000000000000000000000110001100000000101000000010001,-0.176975,0.094480
0,1,000000001001101010101010100101010001101010101001101010011001,-0.076958,0.457251
1,1,000010000000000000000000000000000001000100000000000000000001,-0.120674,0.022185
1,1,010000000100000000000000010000100011100100000101000000000001,-0.215695,0.110585
0,1,001000000000000000000000000000011101100100000001000000000000,-0.058506,0.077440
0,1,001000001001101010101010100101010001101010101001101010011001,-0.076958,0.466288
1,1,000010000000000000000000000000000011000100000101000000000001,-0.194065,0.056855
1,1,000010000000000000000000000000000011000100000000000000000001,-0.145677,0.031538
0,1,001000000001000001101001000010100010101100010111001000110001,-0.200857,0.294704
0,1,010000000000000000100000000000000010000100000001000000000001,-0.124226,0.067110
0,1,010000000000000000101000000000100010100100000101000000000001,-0.191589,0.130576
0,1,010000000000000100100000000000100010000100000101000000000001,-0.186832,0.119035
0,1,010000000000000100100000000000000010000100000101000000000001,-0.183353,0.100371
0,1,010000000000000000100000000000000010000100100101000000000001,-0.172665,0.094660
1,1,010000000000000000001001000000000011101100000101001100110001,-0.256729,0.144863
